"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048545","GO:0048545","response to steroid hormone","53/1320","338/18805",0.156804733727811,2.23387349829658,6.28941251383698,2.75688959250702e-08,4.58825196467239e-06,3.26681052465493e-06,"ADIPOQ/PCK1/CAV1/AKR1C3/GHR/SDC1/FOSB/ADM/ATP1A2/FKBP4/CDO1/ASS1/SERPINF1/PLPP1/SLIT3/ANXA1/ATP1A1/RXRA/PCNA/KANK2/JUN/EGFR/NR3C1/PGRMC2/SMARCA4/TXNIP/LMO3/ALAD/SCGB2A2/FOS/DAB2/URI1/BCL2/AQP1/FOXA1/RBFOX2/COL1A1/SCNN1A/ESR1/CBX3/NR1H3/IDH1/PER1/CRY1/ZBTB7A/KLF9/ZFP36/IL22/JUNB/FAM107A/SPP1/INHBA/CNOT2",53
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","68/1320","484/18805",0.140495867768595,2.00153393438517,6.13328337562859,2.99556187608251e-08,4.84698553560573e-06,3.45102742449272e-06,"ACACB/LEP/GYG2/ADIPOQ/SORBS1/PPP1R1A/COX7A1/GPD1/ETFB/CAT/STBD1/PFKFB3/CEBPA/ACO1/PYGL/PGM1/PID1/INPP5K/IRS2/PHLDA2/ACAT1/IGF1/CDK1/IDH2/LEPR/GBE1/CYB561/GABARAPL1/ETFDH/TMEM135/UGP2/SUCLG1/CS/CAVIN3/BNIP3/ALDH1L1/IER3/PUM2/PHKA2/HK2/SUCLA2/APP/NNT/TKT/PPP1CB/ADGRF5/GYS2/PINK1/ME3/ISCU/IDH1/MDH1/WIPI2/PRPS2/KAT2B/SHMT2/ZBTB20/ZBTB7A/PGD/AK4/SUCLG2/IL6ST/COX6C/NDUFAF1/HMGCL/ACOX1/DLD/EPM2AIP1",68
"GO:1905475","GO:1905475","regulation of protein localization to membrane","37/1320","197/18805",0.187817258883249,2.67568451007537,6.49613120605584,3.2579475662778e-08,5.12906610096437e-06,3.65186725779076e-06,"SORBS1/ITGB1BP1/SPTBN1/SFN/ANK3/PRKCI/PID1/RHOQ/GSN/INPP5K/VTI1B/ZMYND8/TMBIM1/EGFR/PPP2R5A/VAMP8/GPC3/LGALS3/RER1/CD81/DAB2/STOM/ATP2B4/AGR2/WNK1/ACSL3/NETO2/FYN/VPS4A/KCNB1/FARP1/CHP1/PIK3R1/MIEF1/EPHA3/CLIP3/EZR",37
"GO:0051897","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","36/1320","190/18805",0.189473684210526,2.69928229665072,6.46829891779428,3.93993848279451e-08,6.03951096375738e-06,4.3000990643242e-06,"LEP/AKR1C2/AKR1C3/FERMT2/ITGB1BP1/CAT/ANGPT1/GATA3/DDR1/IRS2/TPBG/C1QTNF1/TMEM100/IGF1/EGFR/TEK/XBP1/FGF2/FN1/GPX1/NTRK2/DDR2/FLT1/DCN/PRR5/RTN4/APP/TYRO3/PINK1/TXN/VAV3/TCF7L2/FGFR1/RET/THPO/PLXNB1",36
"GO:0010639","GO:0010639","negative regulation of organelle organization","55/1320","362/18805",0.151933701657459,2.16447974217311,6.14680885765642,4.57293186465775e-08,6.83008413118753e-06,4.86298287361714e-06,"TACSTD2/PPARG/KANK1/SPTBN1/LIMK2/DLC1/ACAA2/FKBP4/GSN/INPP5K/S1PR1/TBC1D30/STMN1/CLU/IGF1/KANK2/NPM1/CDH5/MAP4/DUSP1/ZWINT/ARHGEF7/GPX1/ARFGEF1/BNIP3/IFI6/IER3/RAD21/LMNA/HNRNPA1/EPS8/LPAR1/BCL2L2/FEZ2/BUB1B/CENPF/BUB3/ADD1/PINK1/TMEM14A/TOM1L1/SPTAN1/RAD1/KAT2B/NDC80/PIK3R1/CORO2B/GCLC/HDGFL3/GAS2L1/CDC20/HNRNPC/H3-3B/CLIP3/RAB7A",55
"GO:0043491","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","50/1320","316/18805",0.158227848101266,2.25414748753356,6.177527836922,5.06453899841105e-08,7.37523491643609e-06,5.25112727729987e-06,"LEP/AKR1C2/PDE3B/GAB2/AKR1C3/FERMT2/ITGB1BP1/CAT/ANGPT1/GATA3/DDR1/INPP5K/IRS2/TPBG/C1QTNF1/TMEM100/IGF1/PTEN/EGFR/TEK/XBP1/FGF2/FN1/GPX1/CAVIN3/NTRK2/TWIST1/DDR2/PPP1R16B/RRAS/FLT1/DCN/PRR5/RTN4/APP/TYRO3/CEP55/PINK1/TXN/FBXL2/PIK3R1/PIP5K1C/VAV3/TCF7L2/FGFR1/RET/THPO/RAPGEF3/HYAL2/PLXNB1",50
"GO:0008202","GO:0008202","steroid metabolic process","52/1320","335/18805",0.155223880597015,2.21135232926278,6.1466530947613,5.22740254817661e-08,7.42673654710457e-06,5.28779615913115e-06,"LEP/AKR1C2/AKR1C1/AKR1C3/QKI/ACADL/CAT/EDNRB/ADM/CEBPA/OSBPL1A/ACAA2/CYB5R3/CES1/ATP1A1/HMGCR/HSD11B1/STS/GNAI1/LEPR/NR3C1/MSMO1/FAXDC2/DAB2/VLDLR/ABCA1/NFE2L1/SREBF2/LIPE/APP/NR0B2/ESR1/FDPS/RDH5/ABCA5/APOC1/TM7SF2/DHCR24/CYP3A4/EGR1/DKK3/CYP51A1/LSS/FGFR1/ASAH1/SQLE/BMP2/DHRS11/TSKU/SPP1/INHBA/PDE8B",52
"GO:0010562","GO:0010562","positive regulation of phosphorus metabolic process","68/1320","493/18805",0.137931034482759,1.9649947753396,5.96567788891831,6.19969657813237e-08,8.39842617851653e-06,5.97963390889634e-06,"LEP/ADIPOQ/CD24/RARRES2/CD36/RGCC/CAV1/MMD/GPD1/GHR/ITGB1BP1/ANGPT1/LIMK2/TF/PLPP3/EZH2/PID1/SASH1/IGF1/EGFR/TEK/XBP1/LEPR/FGF2/PTPN11/CSPG4/ENPP2/IL6R/FAXDC2/LTF/IL12A/MIF/DAB2/NTRK2/DDR2/S100A12/CALM1/FLT1/CREBL2/LIMCH1/TCIM/P2RY1/ACSL3/APP/ADGRF5/PINK1/TLR4/CTF1/PECAM1/MAP3K7/TXN/CAMK1/FZD7/TOM1L1/CHP1/KAT2B/ANG/ZBTB20/ECT2/MAP2K7/FGFR1/THPO/ITGB3/BMP2/CLIP3/ADAM17/NEDD9/ROCK2",68
"GO:0045937","GO:0045937","positive regulation of phosphate metabolic process","68/1320","493/18805",0.137931034482759,1.9649947753396,5.96567788891831,6.19969657813237e-08,8.39842617851653e-06,5.97963390889634e-06,"LEP/ADIPOQ/CD24/RARRES2/CD36/RGCC/CAV1/MMD/GPD1/GHR/ITGB1BP1/ANGPT1/LIMK2/TF/PLPP3/EZH2/PID1/SASH1/IGF1/EGFR/TEK/XBP1/LEPR/FGF2/PTPN11/CSPG4/ENPP2/IL6R/FAXDC2/LTF/IL12A/MIF/DAB2/NTRK2/DDR2/S100A12/CALM1/FLT1/CREBL2/LIMCH1/TCIM/P2RY1/ACSL3/APP/ADGRF5/PINK1/TLR4/CTF1/PECAM1/MAP3K7/TXN/CAMK1/FZD7/TOM1L1/CHP1/KAT2B/ANG/ZBTB20/ECT2/MAP2K7/FGFR1/THPO/ITGB3/BMP2/CLIP3/ADAM17/NEDD9/ROCK2",68
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","53/1320","347/18805",0.152737752161383,2.17593441620819,6.07483919285913,6.71813315194209e-08,8.89389218410516e-06,6.33240301881623e-06,"ACACB/LEP/ADIPOQ/SORBS1/PPARG/CAV1/AKR1C3/GPD1/QKI/ACADL/ADM/FMO2/PID1/IRS2/FOXO1/FABP5/ME1/CES1/C1QTNF1/SOX9/IGF1/GNAI1/LEPR/NR3C1/RGN/CLK2/DAB2/IER3/TWIST1/ATP2B4/SREBF2/PMAIP1/P2RY1/APP/WDTC1/PINK1/RANBP2/NR1H3/APOC1/ELOVL5/TFF3/KAT2B/ZBTB20/EGR1/CRY1/ZBTB7A/IGFBP3/DKK3/TCF7L2/PTPN2/BMP2/EPM2AIP1/ABCD2",53
"GO:0032386","GO:0032386","regulation of intracellular transport","45/1320","273/18805",0.164835164835165,2.34827672327672,6.1656445386557,6.90777154308103e-08,8.94172649743266e-06,6.36646079058228e-06,"LEP/ADIPOQ/CD36/ANGPT1/CDH1/SFN/TMEM97/ARHGAP8/EHD2/CDK1/XBP1/MDFIC/CRYAB/PTPN11/SNX3/ASPH/CD81/DAB2/WWC1/IER3/ATP9A/WNK1/DHX9/RAN/SETD2/SEPTIN8/PKIG/APOD/TXN/ARHGAP1/CAMK1/CHP1/SP100/PIK3R1/ECT2/ANXA2/NDRG4/SORL1/RAPGEF3/HYAL2/GAS1/EZR/NDEL1/REEP2/KIF20B",45
"GO:0042063","GO:0042063","gliogenesis","53/1320","348/18805",0.152298850574713,2.16968173110414,6.05140251267836,7.39753938136813e-08,9.36753628184117e-06,6.6696350486477e-06,"BIN1/WASF3/QKI/NDN/CXCR4/CDKN2C/CD9/PFKFB3/PLPP3/EZH2/SOX4/PRKCI/ASPA/SOX9/VIM/CLU/PTEN/EGFR/CDK1/LEPR/NR3C1/FGF2/PTPN11/MYB/CSPG4/RRAS2/SOS1/BNIP3/NTRK2/LPAR1/RRAS/MDK/SUN2/RTN4/P2RY1/APP/TAL1/CTNNB1/TLR4/MATN2/LAMB2/SRSF1/LAMA2/MXRA8/ZEB2/ITGB4/IL6ST/ID2/BMP2/MOBP/CDK5R2/TENM4/TNFRSF1B",53
"GO:0120163","GO:0120163","negative regulation of cold-induced thermogenesis","16/1320","48/18805",0.333333333333333,4.74873737373737,7.14501613774923,8.345600124328e-08,1.0343217175364e-05,7.36431455539806e-06,"ADIPOQ/QKI/CIDEA/ADAMTS5/NPR3/LAMA4/TFE3/PLCL2/ABHD6/NOVA1/ALDH1A1/TLE3/TLR4/NR1H3/ADAM17/ID1",16
"GO:0072073","GO:0072073","kidney epithelium development","31/1320","155/18805",0.2,2.84924242424242,6.35183996912342,9.55931771987728e-08,1.14288975489475e-05,8.13731309561385e-06,"ADIPOQ/CD24/EPCAM/TACSTD2/CAT/SDC1/GATA3/EDNRB/SDC4/ACAT1/SOX9/KANK2/FGF2/GPC3/SMAD6/BCL2/PROM1/AQP1/SMAD7/CTNNB1/PECAM1/LAMB2/TFAP2B/SPRY1/CALB1/FGFR1/RET/STAT1/BMP2/SMAD5/PTPRO",31
"GO:0007160","GO:0007160","cell-matrix adhesion","41/1320","240/18805",0.170833333333333,2.4337279040404,6.14191993032178,9.61400823859961e-08,1.14288975489475e-05,8.13731309561385e-06,"SORBS1/CD36/FERMT2/ITGB1BP1/ECM2/DLC1/DDR1/ITGA7/SVEP1/SDC4/PTPRK/PTEN/TEK/FN1/PPM1F/ARHGEF7/POSTN/RRAS/BCL2/FBLN5/ITGA1/CEACAM6/LIMCH1/DUSP3/S100A10/EFEMP2/CTNNB1/APOD/SGCE/NID1/PIK3R1/CORO2B/ANXA2/EPHA3/ITGB4/MAP4K4/HRG/ITGB3/FAM107A/ROCK2/LYVE1",41
"GO:0051223","GO:0051223","regulation of protein transport","63/1320","449/18805",0.140311804008909,1.99891172302085,5.88627468150472,1.01418788850055e-07,1.18152889010314e-05,8.41242164356244e-06,"LEP/RBP4/ADIPOQ/CD36/PPARG/MYOM1/ANGPT1/CDH1/SFN/TMEM97/SOX4/HADH/IRS2/FOXO1/HMGCR/IGF1/EGFR/CDK1/XBP1/MDFIC/PPM1F/PTPN11/SNX3/ASPH/IL12A/CD81/PPP3CB/ENSA/FRMD4A/MYH10/RAN/ACSL3/APP/NR0B2/SEPTIN8/PKIG/TLR4/SRI/TMEM132A/APOD/TXN/NR1H3/CAMK1/KCNB1/SERP1/TFAP2B/SIDT2/CHP1/SP100/PIK3R1/ANG/ECT2/ABAT/ALOX5/TCF7L2/CYP51A1/SORL1/GNAZ/RAPGEF3/HYAL2/NDEL1/PDE8B/KIF20B",63
"GO:0071559","GO:0071559","response to transforming growth factor beta","49/1320","315/18805",0.155555555555556,2.21607744107744,5.98035991704648,1.180293178243e-07,1.34807995358147e-05,9.59825618633113e-06,"CAV2/PPARG/CAV1/FERMT2/PDE2A/CDKN1C/TGFBR3/CIDEA/SLC2A10/PTPRK/SOX9/JUN/XBP1/NR3C1/HIPK2/FMOD/CDH5/FOS/TGFBR2/COL4A2/POSTN/DAB2/DDR2/SMAD6/CLDN5/CITED2/KMT2A/SMAD7/COL1A1/FYN/MAP3K7/ZEB1/XCL1/SINHCAF/SPRY1/ZEB2/COL1A2/ZBTB7A/PBLD/DKK3/BMP2/TSKU/ADAM17/HYAL2/ID1/HSPA5/SMAD5/ROCK2/NREP",49
"GO:0034308","GO:0034308","primary alcohol metabolic process","24/1320","103/18805",0.233009708737864,3.31950573698147,6.48558724034518,1.36042083109636e-07,1.52393295021852e-05,1.08503199889062e-05,"RBP4/AKR1C2/AKR1C1/ADH1B/AKR1C3/RETSAT/ALDH2/EDNRB/DHRS3/ADH1C/ALDH3A2/IGF1/RDH11/ALDH1A1/DAB2/DGAT1/LIPE/ALDH3B2/RDH5/PNPLA2/CYP3A4/DKK3/BMP2/SULT1B1",24
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","48/1320","308/18805",0.155844155844156,2.22018890200708,5.93240850888949,1.49723933410208e-07,1.64555077757446e-05,1.17162323264393e-05,"CAV2/PPARG/CAV1/FERMT2/PDE2A/CDKN1C/TGFBR3/CIDEA/SLC2A10/PTPRK/SOX9/JUN/XBP1/NR3C1/HIPK2/FMOD/CDH5/FOS/TGFBR2/COL4A2/POSTN/DAB2/DDR2/SMAD6/CLDN5/CITED2/KMT2A/SMAD7/COL1A1/FYN/MAP3K7/ZEB1/XCL1/SINHCAF/SPRY1/ZEB2/COL1A2/ZBTB7A/PBLD/DKK3/BMP2/TSKU/ADAM17/HYAL2/ID1/HSPA5/SMAD5/NREP",48
"GO:0008203","GO:0008203","cholesterol metabolic process","30/1320","150/18805",0.2,2.84924242424242,6.2477136957658,1.53229604822705e-07,1.65289342239307e-05,1.17685115594826e-05,"LEP/QKI/ACADL/CAT/CEBPA/OSBPL1A/ACAA2/CYB5R3/CES1/HMGCR/GNAI1/LEPR/MSMO1/VLDLR/ABCA1/NFE2L1/SREBF2/LIPE/APP/NR0B2/FDPS/ABCA5/APOC1/TM7SF2/DHCR24/CYP3A4/CYP51A1/LSS/SQLE/TSKU",30
"GO:0030099","GO:0030099","myeloid cell differentiation","63/1320","455/18805",0.138461538461538,1.97255244755245,5.77005514432106,1.64891745144835e-07,1.7463534826703e-05,1.24339421219263e-05,"ADIPOQ/PPARG/GAB2/PDE2A/QKI/EPAS1/CDKN1C/TGFBR3/GATA3/CEBPA/TF/TFE3/NPM1/NR3C1/HIPK2/MAF/ZBTB16/PTPN11/MITF/MYB/GPC3/FAXDC2/FOS/UBD/TGFBR2/SLC11A2/LTF/CD81/KLF2/CEBPB/CNOT4/HSF1/HMGB3/CITED2/RUNX1/SFXN1/PIR/APP/STAT5A/TAL1/ADGRF5/NEMP1/CTNNB1/TLR4/TRIM10/ISG15/TPM4/GLO1/PIAS3/PIK3R1/ANXA2/ZBTB7A/ZFP36/EPB42/THPO/PTPN2/STAT1/ID2/JUNB/BMP2/INHBA/NEDD9/SMAD5",63
"GO:0042327","GO:0042327","positive regulation of phosphorylation","61/1320","437/18805",0.139588100686499,1.98860169197698,5.74526944209649,1.94312216888993e-07,2.02119404174712e-05,1.43907920026811e-05,"LEP/ADIPOQ/CD24/RARRES2/CD36/RGCC/CAV1/MMD/GHR/ITGB1BP1/ANGPT1/LIMK2/TF/PLPP3/EZH2/SASH1/IGF1/EGFR/TEK/XBP1/LEPR/FGF2/PTPN11/CSPG4/ENPP2/IL6R/FAXDC2/LTF/IL12A/MIF/DAB2/NTRK2/DDR2/S100A12/CALM1/FLT1/CREBL2/LIMCH1/TCIM/P2RY1/APP/PINK1/TLR4/CTF1/PECAM1/MAP3K7/TXN/CAMK1/FZD7/TOM1L1/ANG/ECT2/MAP2K7/FGFR1/THPO/ITGB3/BMP2/CLIP3/ADAM17/NEDD9/ROCK2",61
"GO:0050673","GO:0050673","epithelial cell proliferation","66/1320","488/18805",0.135245901639344,1.92674180327869,5.69929005758348,2.03005158234006e-07,2.07457025739138e-05,1.47708277643949e-05,"LEP/TACSTD2/CAV2/PPARG/RGCC/CAV1/HMGN1/CDKN1C/ITGB1BP1/TGFBR3/GATA3/EDNRB/SFN/A4GNT/IRS2/PTPRK/SERPINF1/SOX9/IGF1/EGFR/TEK/F3/XBP1/SPARC/FGF2/LAMC1/RGN/GPC3/GPX1/IL12A/DAB2/TWIST1/BCL2L2/PPP1R16B/CEBPB/VSTM4/MDK/FLT1/RTN4/DACH1/STAT5A/AGTR1/TNMD/CTNNB1/ESR1/JCAD/ZEB1/CDK4/KRIT1/FZD7/SIDT2/ZEB2/TRIM24/ANG/PTPRM/IGFBP3/KLF9/ALOX5/TCF7L2/ZFP36/FGFR1/IRF6/ITGB3/STAT1/ID2/ADAM17",66
"GO:0016125","GO:0016125","sterol metabolic process","31/1320","161/18805",0.192546583850932,2.74305947675513,6.10288049504849,2.34033127074906e-07,2.35041890553678e-05,1.67348551846666e-05,"LEP/QKI/ACADL/CAT/CEBPA/OSBPL1A/ACAA2/CYB5R3/CES1/HMGCR/GNAI1/LEPR/MSMO1/FAXDC2/VLDLR/ABCA1/NFE2L1/SREBF2/LIPE/APP/NR0B2/FDPS/ABCA5/APOC1/TM7SF2/DHCR24/CYP3A4/CYP51A1/LSS/SQLE/TSKU",31
"GO:0042060","GO:0042060","wound healing","62/1320","450/18805",0.137777777777778,1.96281144781145,5.6800162265182,2.46521632686226e-07,2.43387883118181e-05,1.73290853306642e-05,"ANGPTL4/CD36/PPARG/CAV1/HBB/KANK1/FERMT2/DSP/CXCR4/MCAM/ANGPT1/CD9/TMEM97/DDR1/PLPP3/ITPK1/SVEP1/SDC4/VWF/ANGPTL2/C1QTNF1/ANXA1/IGF1/PTEN/F3/ADIPOR2/XBP1/FGF2/FN1/STXBP1/PLA2G4A/IL6R/GPX1/ARFGEF1/SERPING1/DDR2/NACA/EPB41L4B/AQP1/P2RY1/TYRO3/S100A10/AHNAK/TLR4/PPL/VPS4A/ANXA5/FZD7/F8/DST/ANXA2/DUOX2/ALOX5/VAV3/IL6ST/HRG/ITGB3/TSKU/ADAM17/ARHGAP35/MYL9/ELK3",62
"GO:0044248","GO:0044248","cellular catabolic process","49/1320","323/18805",0.151702786377709,2.16119007411577,5.78374798979736,2.57780290872067e-07,2.49561359916754e-05,1.77686335319089e-05,"ACACB/LEP/ADIPOQ/PCK1/ETFB/ACADL/ACAA2/MME/HADH/CDO1/FAH/IRS2/ECHS1/ACAT1/ALDH6A1/TRHDE/ETFDH/SUCLG1/IDS/ALDH1L1/TWIST1/HNMT/ATP2B4/PCCA/ABCD4/GOT2/SUCLA2/QDPR/DDAH1/ITCH/SH3GLB1/PEX7/ALDH5A1/ECH1/OAT/LPIN1/MCCC1/ECHDC1/ABAT/ANXA2/SUCLG2/TST/KYNU/HMGCL/IDUA/ACOX1/DLD/UVRAG/ABCD2",49
"GO:0042542","GO:0042542","response to hydrogen peroxide","23/1320","99/18805",0.232323232323232,3.30972604836241,6.33092069104639,2.6134322669394e-07,2.49561359916754e-05,1.77686335319089e-05,"HBA1/HBB/CAT/SDC1/EZH2/HBA2/PCNA/CDK1/TXNIP/CRYAB/MYB/GPX1/BNIP3/KLF2/HSF1/BCL2/AQP1/COL1A1/FYN/TXN/ZNF277/ECT2/STAT1",23
"GO:0071453","GO:0071453","cellular response to oxygen levels","33/1320","179/18805",0.184357541899441,2.62639664804469,6.00720503435571,2.79216256989745e-07,2.62328176929881e-05,1.86776239819965e-05,"PPARG/RGCC/CAV1/EPAS1/ACAA2/ATP6V1G1/FOXO1/AQP3/BNIP3L/HIPK2/CCNA2/FOS/BNIP3/LMNA/TWIST1/DDR2/LPAR1/SLC29A1/BCL2/PMAIP1/AQP1/CITED2/RTN4/DDAH1/PINK1/STC2/MAP3K7/HILPDA/MIEF1/AK4/KCNK2/INHBA/ROCK2",33
"GO:0048041","GO:0048041","focal adhesion assembly","21/1320","85/18805",0.247058823529412,3.51965240641711,6.39700134287726,2.84954543091424e-07,2.63469875159927e-05,1.87589122770294e-05,"SORBS1/FERMT2/ITGB1BP1/DLC1/SDC4/PTPRK/PTEN/TEK/PPM1F/ARHGEF7/BCL2/LIMCH1/DUSP3/S100A10/APOD/CORO2B/EPHA3/MAP4K4/HRG/FAM107A/ROCK2",21
"GO:0003018","GO:0003018","vascular process in circulatory system","44/1320","278/18805",0.158273381294964,2.25479616306954,5.79124979419276,3.14919778465113e-07,2.86626204618638e-05,2.04076303807984e-05,"LEP/CD36/CAV1/HBB/AKAP12/FERMT2/SLC38A1/PDE2A/ITGB1BP1/ANGPT1/EDNRB/ADM/ATP1A2/SVEP1/KCNJ8/SLC2A10/SNTA1/SLC16A7/FABP5/EGFR/TEK/LEPR/SLC24A3/CDH5/GPX1/KLF2/ATP2B4/GCH1/SLC29A1/VSTM4/CLDN5/ITGA1/NPR1/P2RY1/AGTR1/DDAH1/TJP2/ADCY6/ZEB2/KAT2B/GCLC/SLC1A3/ARHGAP35/ROCK2",44
"GO:0045444","GO:0045444","fat cell differentiation","41/1320","252/18805",0.162698412698413,2.3178360990861,5.78673862351719,3.74104848677945e-07,3.35255499007543e-05,2.38700097779936e-05,"LPL/LEP/FABP4/ADIPOQ/ADIRF/RARRES2/PPARG/FERMT2/CEBPA/KLF4/KCNJ8/TFE3/FOXO1/ALDH6A1/AAMDC/XBP1/ZBTB16/ZFPM2/LMO3/SLC7A10/GPX1/BNIP3/EBF2/CEBPB/CDS1/SMAD6/CREBL2/CTBP2/ADGRF5/FBXO9/GRK5/TFAP2B/BBS9/ZBTB7A/ALOX5/TCF7L2/ZFP36/CCDC85B/ID2/BMP2/CLIP3",41
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","35/1320","199/18805",0.175879396984925,2.50561519719811,5.86669199614544,4.01141239927607e-07,3.54037533723986e-05,2.52072804675402e-05,"LEP/SORBS1/PCK1/AKR1C3/QKI/ACADL/ADM/FABP5/CES1/ATP1A1/GNAI1/XBP1/ABHD6/NR3C1/RGN/DAB2/SREBF2/CREBL2/ACSL3/WDTC1/ADGRF5/NR1H3/IDH1/APOC1/ELOVL5/CHP1/KAT2B/ZBTB20/EGR1/DKK3/ASAH1/BMP2/ASXL3/PDE8B/ABCD2",35
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","27/1320","133/18805",0.203007518796992,2.89208817498291,6.01659863965619,4.62539616497782e-07,3.99884343467998e-05,2.84715484664814e-05,"ADIPOQ/SORBS1/PPARG/PCK1/QKI/ADM/IRS2/CES1/GNAI1/XBP1/ABHD6/RGN/ABHD5/DAB2/TWIST1/SREBF2/CREBL2/AADAC/ACSL3/ADGRF5/NR1H3/ELOVL5/CHP1/PNPLA2/KAT2B/ZBTB20/ABCD2",27
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","40/1320","245/18805",0.163265306122449,2.32591218305504,5.73968536190147,4.71352061136024e-07,3.99884343467998e-05,2.84715484664814e-05,"LEP/AKR1C1/CD36/HBA1/HBB/AKR1C3/GPX3/CAT/TFAP2A/HBG2/PID1/FOXO1/HBA2/PXDN/EGFR/CRYAB/TGFBR2/GPX1/BNIP3/IFI6/IER3/HK2/GCH1/BCL2/FBLN5/PMAIP1/APP/NNT/AGTR1/PINK1/TLR4/FYN/VDAC1/TXN/DUOX2/ALOX5/INAVA/BIRC2/ACOX1/ABCD2",40
"GO:0006979","GO:0006979","response to oxidative stress","57/1320","408/18805",0.139705882352941,1.99027963458111,5.5564024436876,4.73682741618745e-07,3.99884343467998e-05,2.84715484664814e-05,"ADIPOQ/CD36/HBA1/HBB/GPX3/EPAS1/CAT/SDC1/EZH2/GPX4/STK26/PTPRK/RBPMS/FOXO1/PRDX6/HBA2/PXDN/PCNA/EGFR/CDK1/XBP1/TXNIP/MSRB2/CRYAB/MYB/ALAD/ETFDH/FOS/SLC11A2/SELENOP/GPX1/BNIP3/PAWR/DDR2/KLF2/NFE2L1/GCH1/HSF1/BCL2/FBLN5/AQP1/APP/COL1A1/PINK1/STC2/APOD/FYN/TXN/ZNF277/IDH1/KAT2B/ECT2/DUOX2/GCLC/ALOX5/STAT1/HYAL2",57
"GO:0048511","GO:0048511","rhythmic process","46/1320","303/18805",0.151815181518152,2.16279127912791,5.60651528372219,5.8294465616197e-07,4.85093231734782e-05,3.45383751169648e-05,"LEP/ADIPOQ/PPARG/FZD4/EZH2/ASS1/SERPINF1/SLIT3/PCNA/PTEN/EGFR/CDK1/HNRNPD/CAVIN3/DTL/ADAMTS1/NTRK2/TWIST1/HOMER1/TOP1/HLF/MDK/KDM2A/DHX9/HEBP1/NR0B2/KMT2A/TYRO3/PPP1CB/CA12/TOP2A/ESR1/NFIL3/CBX3/NR1H3/KAT2B/PER1/EGR1/CRY1/KLF9/CSNK2A1/NONO/ID2/INHBA/ID1/ROCK2",46
"GO:0072659","GO:0072659","protein localization to plasma membrane","45/1320","295/18805",0.152542372881356,2.17315100154083,5.58008716339975,6.73132076108436e-07,5.49675419103599e-05,3.91365918458221e-05,"ADIPOQ/SORBS1/ITGB1BP1/SPTBN1/CDH1/ATP1B1/SFN/ANK3/PRKCI/PID1/RHOQ/KRT18/EHD2/INPP5K/TPBG/OPTN/VTI1B/ZDHHC3/TMBIM1/EGFR/PPP2R5A/VAMP8/STXBP1/LGALS3/RER1/CD81/DAB2/ATP2B4/AGR2/WNK1/P2RY1/ACSL3/S100A10/VPS4A/ANK2/MAP7/KCNB1/VAMP3/PIK3R1/EPHA3/SORL1/CLIP3/EZR/ROCK2/RAB7A",45
"GO:0009410","GO:0009410","response to xenobiotic stimulus","61/1320","453/18805",0.134657836644592,1.91836410462238,5.43627690065317,6.80731195601779e-07,5.49675419103599e-05,3.91365918458221e-05,"ACACB/ADIPOQ/AKR1C1/AGPAT2/PDE2A/CAT/CXCR4/FOSB/ACSL1/CDH1/GATA3/ALDH2/HADH/KCNJ8/FMO2/ASS1/MYO6/ATP1A1/PCNA/EGFR/CDK1/PLIN2/TXNIP/PPM1F/ALAD/PDE4A/FOS/TGFBR2/GPX1/RAD54B/TOP1/S100A12/ABCA1/SLC29A1/HSF1/BCL2/CENPF/AADAC/FZD1/TGIF1/SRR/COL1A1/CTNNB1/EPHX1/CDK4/TFAP2B/CYP3A4/ABAT/GABRG3/GCLC/PTPRM/VAV3/SLC6A2/RET/SLC1A3/ITGB3/STAT1/EMX2/ADAM17/C1orf115/SULT1B1",61
"GO:0010883","GO:0010883","regulation of lipid storage","16/1320","55/18805",0.290909090909091,4.14435261707989,6.41639690157024,6.888636153573e-07,5.49675419103599e-05,3.91365918458221e-05,"ACACB/LPL/LEP/CD36/PPARG/CIDEA/CES1/PLIN2/ABHD5/ABCA1/SREBF2/NR1H3/HILPDA/PNPLA2/PTPN2/ITGB3",16
"GO:0019915","GO:0019915","lipid storage","22/1320","97/18805",0.22680412371134,3.23109965635739,6.05299652197201,7.35733980132768e-07,5.65787869498148e-05,4.02837895789058e-05,"ACACB/LPL/LEP/CIDEC/CD36/PPARG/CAV1/CIDEA/CES1/PLIN2/ABHD5/CDS1/DGAT1/ABCA1/SREBF2/NR1H3/HILPDA/PNPLA2/CRY1/PTPN2/ITGB3/SQLE",22
