"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol","threshold"
"218181_s_at",-340.921906976745,1163.71937209302,-3.1581503291971,0.00219730960156243,0.0343323293235553,-4.52461033635666,"MAP4K4","Down"
"214835_s_at",-285.450837209302,764.526976744186,-3.15808210835112,0.00219776933846643,0.0343323293235553,-4.52461340844803,"SUCLG2","Down"
"212762_s_at",-365.749441860465,1303.05776744186,-3.1579533536281,0.00219863725462072,0.0343323293235553,-4.52461920636897,"TCF7L2","Down"
"202870_s_at",66.4942162790698,109.912722093023,3.15719111043734,0.0022037819725043,0.0343885670121242,-4.5246535279191,"CDC20","Up"
"214179_s_at",-276.790279069768,708.637906976744,-3.15518095746855,0.00221740328381973,0.0345769050898216,-4.52474401593066,"NFE2L1","Down"
"209605_at",-179.792776744186,240.686706976744,-3.15482916407324,0.00221979518363256,0.0345899972565625,-4.52475984861789,"TST","Down"
"208887_at",-71.5001744186047,143.206822093023,-3.15391645662998,0.0022260120519335,0.0346476676540955,-4.52480092078827,"EIF3G","Down"
"203050_at",231.374390697674,398.791011627907,3.15361791576303,0.00222804907186562,0.0346476676540955,-4.52481435372855,"TP53BP1","Up"
"59375_at",-369.863534883721,1323.58518604651,-3.15360154429346,0.00222816082880756,0.0346476676540955,-4.52481509034646,"MYO15B","Down"
"209159_s_at",119.006495348837,272.326361627907,3.15189516350576,0.00223983784345752,0.0347830419555803,-4.52489185497494,"NDRG4","Up"
"216610_at",-235.152904651163,551.712940697674,-3.15187319251856,0.00223998856555481,0.0347830419555803,-4.52489284322103,"SLC6A2","Down"
"211000_s_at",-218.927093023256,813.552639534884,-3.15081812220971,0.00224723754291658,0.0348317103318795,-4.52494029510806,"IL6ST","Down"
"214723_x_at",104.59682,152.952423953488,3.15074393490124,0.00224774807721393,0.0348317103318795,-4.52494363133924,"ANKRD36","Up"
"209952_s_at",-38.1833697674419,128.788275581395,-3.15062649155895,0.0022485565073756,0.0348317103318795,-4.5249489127165,"MAP2K7","Down"
"201531_at",-165.315488372093,589.180953488372,-3.15050757410306,0.00224937536092872,0.0348317103318795,-4.52495426026656,"ZFP36","Down"
"208303_s_at",-52.1045,174.60216627907,-3.15017132564177,0.00225169223856276,0.034843373716593,-4.52496938024529,"CRLF2","Down"
"207856_s_at",91.0468395348837,161.900431395349,3.14807272980833,0.00226620269987221,0.0350435772111398,-4.52506372577644,"SMPD4","Up"
"59644_at",113.410809302326,250.269925581395,3.14504221188648,0.00228731070905187,0.0353454539041629,-4.5251999022039,"BMP2K","Up"
"217359_s_at",-291.423953488373,1133.83748837209,-3.14336843783641,0.00229904721399787,0.0355021961673698,-4.5252750803007,"NCAM1","Down"
"212504_at",-554.641627906978,1946.21074418605,-3.14178987784828,0.00231016748814184,0.0356492120071085,-4.52534596028791,"DIP2C","Down"
"210746_s_at",-69.3373255813953,278.124755813953,-3.14096424555993,0.00231600365866993,0.0357145394644582,-4.52538302422647,"EPB42","Down"
"41660_at",142.520837209302,163.247739534884,3.14070055023646,0.00231787054260804,0.0357186094750587,-4.52539486071979,"CELSR1","Up"
"219010_at",237.742651162791,676.298511627907,3.14046602993291,0.00231953205435433,0.0357195112420025,-4.52540538714295,"INAVA","Up"
"202076_at",474.417046511628,2013.39591860465,3.14023383211342,0.00232117820542793,0.035720175380905,-4.52541580886622,"BIRC2","Up"
"214030_at",-287.075883720931,738.031337209302,-3.13811205584164,0.00233627090757979,0.035927622245411,-4.52551101944893,"CRYBG3","Down"
"221524_s_at",-76.7105976744186,153.147647674419,-3.13759819917822,0.00233993982316029,0.0359592269513661,-4.52553407207066,"RRAGD","Down"
"202074_s_at",-489.611837209302,1125.44380232558,-3.13672003293668,0.00234622232485244,0.0360309249239744,-4.52557346319257,"OPTN","Down"
"215380_s_at",662.108186046512,2137.28362790698,3.13620118352586,0.00234994161579205,0.036063188033536,-4.52559673370738,"GGCT","Up"
"215915_at",-175.581251162791,433.806397674419,-3.13560318085296,0.00235423511902054,0.0361042127715999,-4.52562355145126,"GULP1","Down"
"212626_x_at",266.113330232558,681.269809302326,3.13399621269888,0.00236580896949428,0.0362567546542236,-4.52569560185173,"HNRNPC","Up"
"202314_at",132.622258139535,389.381568604651,3.13169071924546,0.00238250641269784,0.0364875535354955,-4.52579893345823,"CYP51A1","Up"
"202245_at",-328.894372093023,1366.00041860465,-3.13062297241139,0.0023902766650459,0.036581411351111,-4.52584677438685,"LSS","Down"
"200666_s_at",-414.821697674419,1085.88940697674,-3.12863494067212,0.0024048069850961,0.0367785271440607,-4.52593582347401,"DNAJB1","Down"
"200649_at",-326.976465116279,1101.23413953488,-3.12801995469207,0.00240931849018244,0.0368090820053932,-4.52596336352046,"NUCB1","Down"
"212560_at",306.515232558139,1002.58822093023,3.12776328060724,0.00241120376864012,0.0368090820053932,-4.52597485684633,"SORL1","Up"
"210261_at",-139.346497674419,334.304425581395,-3.12768751623331,0.00241176052272468,0.0368090820053932,-4.52597824930915,"KCNK2","Down"
"220228_at",-161.911255813953,497.191046511628,-3.12678884839495,0.002418373518111,0.0368847481889578,-4.5260184847965,"AP4E1","Down"
"205625_s_at",-102.578553488372,320.543118604651,-3.12625177799222,0.00242233369767772,0.0369198781021564,-4.52604252744684,"CALB1","Down"
"215404_x_at",154.902648837209,517.937675581395,3.12516282431266,0.00243038182711351,0.0369919386977939,-4.52609126836765,"FGFR1","Up"
"221565_s_at",-120.55023255814,412.774604651163,-3.12374390601672,0.00244090599332649,0.0371267633100984,-4.52615476323375,"CALHM2","Down"
"212072_s_at",276.944120930233,643.16268372093,3.12350248908049,0.00244270081023291,0.0371287190684993,-4.52616556464877,"CSNK2A1","Up"
"202854_at",413.943627906977,1397.84986046512,3.12287527055945,0.00244736961937359,0.0371743266724619,-4.5261936251898,"HPRT1","Up"
"200875_s_at",212.566906976744,736.947895348837,3.12173791412729,0.00245585693104023,0.0372778337836304,-4.52624449979944,"NOP56","Up"
"211421_s_at",241.322004651163,465.233023255814,3.11974839988459,0.00247076924834272,0.0374786597418794,-4.52633346551504,"RET","Up"
"211998_at",-416.805213953489,811.965206976744,-3.11836508768653,0.00248118744815148,0.0376030883372606,-4.52639530368976,"H3-3B","Down"
"215096_s_at",-562.298860465117,2043.88312790698,-3.11821143061539,0.0024823472128578,0.0376030883372606,-4.52640217161461,"ESD","Down"
"211155_s_at",-177.411527906977,477.124096511628,-3.11783938737489,0.00248515739190609,0.0376200829917415,-4.5264187997933,"THPO","Down"
"200751_s_at",169.534251162791,340.984527906977,3.11742572483105,0.00248828541403704,0.0376214173047443,-4.52643728673171,"HNRNPC","Up"
"220272_at",-417.912069767442,1508.7975,-3.11724668198526,0.00248964043161064,0.0376214173047443,-4.52644528786065,"BNC2","Down"
"206226_at",-361.21776744186,1686.0693255814,-3.11715816741034,0.00249031057418202,0.0376214173047443,-4.52644924333001,"HRG","Down"
"210980_s_at",-692.728860465116,1969.10496511628,-3.11536414448806,0.00250392934356067,0.0377930164027476,-4.52652939883659,"ASAH1","Down"
"219561_at",-253.758744186047,653.730930232558,-3.11521541394163,0.00250506149202792,0.0377930164027476,-4.52653604276822,"COPZ2","Down"
"219902_at",-83.8135883720931,150.276705813953,-3.11368997345685,0.00251670080275712,0.037942925566872,-4.52660417473329,"BHMT2","Down"
"201821_s_at",144.1423,240.959029069767,3.11291946194605,0.00252259902312904,0.0380061352484005,-4.52663858116502,"TIMM17A","Up"
"218474_s_at",148.669674418605,389.600488372093,3.11227047869308,0.00252757693187389,0.0380554032249635,-4.52666755694464,"KCTD5","Up"
"208716_s_at",450.52511627907,970.571813953488,3.10979018681993,0.0025466859277726,0.0383172198032119,-4.52677826380844,"TMCO1","Up"
"202597_at",559.990372093024,2508.09086046512,3.10855896624121,0.00255622151890983,0.0384347396125963,-4.52683319934967,"IRF6","Up"
"221014_s_at",-136.451718604651,489.393489534884,-3.10744696603608,0.00256486231524656,0.0385386560826966,-4.52688280429055,"RAB33B","Down"
"201707_at",-152.210641860465,280.230518604651,-3.10656417442889,0.00257174139232865,0.0386159794105521,-4.52692217699276,"PEX19","Down"
"204141_at",-475.071053488372,994.82145,-3.10602106511095,0.00257598205076,0.0386468325348586,-4.52694639647668,"TUBB2A","Down"
"219161_s_at",208.903720930232,726.027255813954,3.10563577666364,0.0025789943704359,0.0386468325348586,-4.52696357654666,"CKLF","Up"
"211872_s_at",-42.9491255813954,184.324390697674,-3.10563515465583,0.00257899923615917,0.0386468325348586,-4.52696360428106,"RGS11","Down"
"213137_s_at",126.138095348837,280.947026744186,3.10326347891969,0.00259761416213382,0.0388339670039927,-4.52706932965343,"PTPN2","Up"
"220625_s_at",401.192397674419,799.509501162791,3.10294747459142,0.00260010384901282,0.0388339670039927,-4.52708341296434,"ELF5","Up"
"200037_s_at",839.166511627908,3358.23674418605,3.10291073019995,0.00260039348918071,0.0388339670039927,-4.52708505048982,"CBX3","Up"
"216082_at",-200.056120930233,537.365776744186,-3.1028977727626,0.00260049563422201,0.0388339670039927,-4.52708562793936,"NEU3","Down"
"214229_at",-120.21618372093,401.576977906977,-3.10283508239083,0.00260098988270653,0.0388339670039927,-4.527088421722,"DNAH17","Down"
"202800_at",-350.308118604651,360.111140697674,-3.10271412451114,0.00260194375698789,0.0388339670039927,-4.52709381208811,"SLC1A3","Down"
"204244_s_at",106.749895348837,352.637924418605,3.10168535147916,0.00261006983057839,0.0389291740527297,-4.5271396532516,"DBF4","Up"
"208901_s_at",320.105569767442,659.052238372093,3.10109055672926,0.00261477876099798,0.0389733211580723,-4.52716615260781,"TOP1","Up"
"215523_at",-390.321441860465,1501.62544186047,-3.10069051147878,0.00261795032329712,0.0389945100628541,-4.52718397375723,"ZNF391","Down"
"215240_at",-180.269581395349,676.775162790698,-3.09974438472862,0.00262546547067056,0.0390653491836212,-4.52722611618905,"ITGB3","Down"
"214047_s_at",209.207667441861,591.003840697674,3.09965047479552,0.00262621249728782,0.0390653491836212,-4.52723029871143,"MBD4","Up"
"218755_at",130.125844186047,274.650338372093,3.09941977550926,0.00262804848359827,0.0390665806270983,-4.52724057318083,"KIF20A","Up"
"209391_at",100.677720930233,207.579262790698,3.09894487176618,0.00263183169448639,0.0390859498727818,-4.52726172214975,"DPM2","Up"
"204610_s_at",-35.6824000000001,156.32443255814,-3.09881594759044,0.00263285961311518,0.0390859498727818,-4.5272674632176,"CCDC85B","Down"
"221165_s_at",-240.724813953489,1037.25408139535,-3.09751334087947,0.00264326632780046,0.0391909509416631,-4.52732546103454,"IL22","Down"
"219717_at",-402.962418604651,1889.08251162791,-3.09735794468565,0.00264451036185292,0.0391909509416631,-4.52733237898737,"DCAF16","Down"
"207655_s_at",189.81546511628,755.352290697674,3.09727071623502,0.00264520891335374,0.0391909509416631,-4.52733626214665,"BLNK","Up"
"212814_at",-286.148581395349,1287.74694186047,-3.09617220757828,0.00265402080218549,0.0392692865438906,-4.52738515898675,"AHCYL2","Down"
"221806_s_at",266.72,541.532418604651,3.09589304579982,0.00265626449638168,0.0392764046269894,-4.52739758338773,"SETD5","Up"
"218486_at",-255.195162790697,983.673441860465,-3.09400123085633,0.00267151604282913,0.0394298647079333,-4.52748176301367,"KLF11","Down"
"204993_at",-352.828790697674,1221.05765116279,-3.09394736158595,0.00267195151949824,0.0394298647079333,-4.52748415957023,"GNAZ","Down"
"201754_at",1500.26920930233,3212.12155813953,3.09355731504644,0.00267510660758587,0.0394502981713011,-4.52750151136323,"COX6C","Up"
"206275_s_at",-136.870976744186,486.534093023256,-3.09327248569876,0.00267741278183494,0.0394581937947274,-4.52751418158709,"MICAL2","Down"
"201004_at",487.248093023256,1498.80560465116,3.09304821171391,0.00267922995914241,0.0394588771841178,-4.52752415760093,"SSR4","Up"
"219482_at",143.943413953488,338.372841860465,3.09008545872613,0.00270334353221097,0.0397648310328799,-4.52765590421259,"SETD4","Up"
"212256_at",173.615209302326,411.98676744186,3.09005737282786,0.00270357308328381,0.0397648310328799,-4.52765715276376,"GALNT10","Up"
"212726_at",-171.577086046512,419.417784883721,-3.08910821047065,0.00271134142153878,0.039852784232288,-4.52769934352207,"PHF2","Down"
"212713_at",-20.7746604651163,61.1188046511628,-3.08756588255138,0.00272400874781884,0.0400125820221801,-4.52776788420709,"MFAP4","Down"
"212522_at",-210.35088372093,861.257023255814,-3.08614876552258,0.00273569618421817,0.0401577852917875,-4.5278308424319,"PDE8A","Down"
"201139_s_at",-328.342279069768,1375.01086046512,-3.08544146182521,0.00274154697831499,0.040217176641075,-4.52786225930102,"SSB","Down"
"220376_at",-114.639539534884,306.589327906977,-3.08514331637317,0.00274401671158328,0.0402269239369804,-4.52787550096754,"LRRC19","Down"
"216682_s_at",213.652155813953,529.900712790698,3.08345576436992,0.00275803483390555,0.0404058449729897,-4.52795043646645,"SUPT20H","Up"
"204092_s_at",298.265162790698,505.73523255814,3.08240726359927,0.00276677799675145,0.0405073023006652,-4.5279969825706,"AURKA","Up"
"220351_at",-152.228348837209,455.507244186047,-3.08182732476845,0.00277162500768163,0.0405516218293958,-4.52802272370977,"ACKR4","Down"
"214724_at",-89.2065976744185,171.780545348837,-3.0806959693277,0.00278110337095303,0.0406512992297429,-4.52807293161217,"DIXDC1","Down"
"211898_s_at",-27.4366790697674,81.2777976744186,-3.08038562919049,0.00278370862470812,0.0406512992297429,-4.52808670211475,"EPHB1","Down"
"217043_s_at",95.4090906976744,213.855526744186,3.08036156643223,0.00278391072228101,0.0406512992297429,-4.52808776979955,"MFN1","Up"
"209969_s_at",326.704511627907,596.650744186046,3.07961438137564,0.00279019294778674,0.0407163519682594,-4.52812092052901,"STAT1","Up"
"221950_at",-32.5481,75.334538372093,-3.07776476604045,0.00280580097000698,0.0409051359133909,-4.52820296248895,"EMX2","Down"
"209218_at",524.011116279069,2149.77769767442,3.07764655203941,0.00280680127503365,0.0409051359133909,-4.52820820500636,"SQLE","Up"
"206076_at",-132.957504651163,318.326922093023,-3.07701474723124,0.00281215311171799,0.0409081890339329,-4.52823622202985,"LRRC23","Down"
"208698_s_at",178.110058139535,322.248829069767,3.07644380433625,0.00281699755968285,0.0409081890339329,-4.52826153718368,"NONO","Up"
"221922_at",81.6463976744186,104.800389534884,3.07641595980312,0.00281723401863366,0.0409081890339329,-4.52826277171569,"GPSM2","Up"
"209586_s_at",315.942860465116,1066.82573255814,3.07637128343583,0.0028176134539778,0.0409081890339329,-4.52826475249998,"PRUNE1","Up"
"204125_at",-298.50834883721,1112.73638372093,-3.07632273167417,0.00281802585680056,0.0409081890339329,-4.52826690508519,"NDUFAF1","Down"
"213545_x_at",-775.166627906975,2984.10615116279,-3.07538635364317,0.00282599051265061,0.0409704271915378,-4.52830841622367,"SNX3","Down"
"206880_at",-270.206,928.196906976744,-3.07442433295028,0.00283419506023303,0.0410489797499415,-4.52835105620268,"P2RX6","Down"
"208847_s_at",-769.807186046512,2735.8403372093,-3.0743191893388,0.00283509311291836,0.0410489797499415,-4.5283557160317,"ADH5","Down"
"217014_s_at",216.525837209302,484.824476744186,3.07345063857035,0.00284252169869407,0.0411298123454546,-4.52839420540047,"AZGP1","Up"
"221870_at",-95.0836511627908,422.19861627907,-3.07251053023844,0.00285058268424968,0.0412196845899647,-4.52843585840533,"EHD2","Down"
"206481_s_at",-221.106911627907,460.824590697674,-3.07146261077104,0.00285959312818308,0.0413231606195224,-4.52848227908457,"LDB2","Down"
"210051_at",-36.1033325581395,103.591484883721,-3.07052320370859,0.00286769302238175,0.0413952415093382,-4.52852388475474,"RAPGEF3","Down"
"207254_at",-142.894355813953,344.002731395349,-3.0704533021748,0.00286829658889818,0.0413952415093382,-4.52852698033647,"SLC15A1","Down"
"216605_s_at",-25.3066720930233,64.03225,-3.06845011325689,0.00288564340325836,0.0416168185349002,-4.52861567323152,"CEACAM21","Down"
"200968_s_at",448.725146511629,1007.41672209302,3.06824960638292,0.0028873850673139,0.0416168185349002,-4.52862454891689,"PPIB","Up"
"210108_at",107.49226744186,205.76401744186,3.06761100896684,0.00289293862932725,0.041669910457207,-4.52865281488496,"CACNA1D","Up"
"213931_at",249.076390697674,512.192013953488,3.0665186982299,0.00290246091441585,0.0417800623746307,-4.5287011551212,"ID2","Up"
"201473_at",-254.845813953488,768.518502325581,-3.06393119113295,0.00292513394387017,0.0420792509175333,-4.5288156237121,"JUNB","Down"
"219972_s_at",117.151660465116,235.921911627907,3.06343309098674,0.00292951738188552,0.0421137668417629,-4.52883765241963,"PCNX4","Up"
"205290_s_at",-190.445651162791,470.118034883721,-3.06322922617318,0.00293131321507761,0.0421137668417629,-4.52884666780862,"BMP2","Down"
"210663_s_at",179.394830232558,220.196656976744,3.06251106430138,0.00293764760826163,0.0421775783858853,-4.52887842374494,"KYNU","Up"
"218756_s_at",-175.268581395349,638.503220930233,-3.06225342002396,0.00293992320097315,0.0421830706292883,-4.52888981525082,"DHRS11","Down"
"207659_s_at",-189.662906976744,570.016709302326,-3.06123826225745,0.00294890532413958,0.0422847215815973,-4.5289346938662,"MOBP","Down"
"209074_s_at",-139.099365116279,275.14443372093,-3.06064221255477,0.00295419104286117,0.0423332726740035,-4.52896104013207,"FAM107A","Down"
